"Product","Quality","Form","Country / Region","Producer Scope","Price level (INCOTERMS)","Quantity / Unit","Currency","Fairtrade minimum price","Fairtrade premium","Date of validity","Specific Product Standard","Product Specific Information"
"Brazil Nut","Conventional","chipped; processed: outer pod and individual shells removed","Worldwide","SPO","FOB","1 pound","USD","Commercial price","15% of the commercial price","06/05/2024","Nuts",""
"Brazil Nut","Conventional","whole kernel; processed: outer pod and individual shells removed","Worldwide","SPO","EXW","1 pound","USD","3.1","0.35","23/05/2016","Nuts",""
"Brazil Nut","Conventional","whole kernel; processed: outer pod and individual shells removed","Worldwide","SPO","FOB","1 pound","USD","3.2","0.35","23/05/2016","Nuts",""
"Brazil Nut","Conventional","whole kernel; unprocessed: outer pod removed only","Worldwide","SPO","EXW","1 pound","USD","0.57","0.11","15/12/2015","Nuts",""
"Brazil Nut","Organic","broken (half kernel); processed: outer pod and individual shells removed","Worldwide","SPO","FOB","1 pound","USD","Commercial price","15% of the commercial price","06/05/2024","Nuts",""
"Brazil Nut","Organic","chipped; processed: outer pod and individual shells removed","Worldwide","SPO","FOB","1 pound","USD","Commercial price","15% of the commercial price","06/05/2024","Nuts",""
"Brazil Nut","Organic","whole kernel; processed: outer pod and individual shells removed","Worldwide","SPO","EXW","1 pound","USD","3.3","0.35","23/05/2016","Nuts",""
"Brazil Nut","Organic","whole kernel; processed: outer pod and individual shells removed","Worldwide","SPO","FOB","1 pound","USD","3.4","0.35","23/05/2016","Nuts",""
"Brazil Nut","Organic","whole kernel; unprocessed: outer pod removed only","Worldwide","SPO","EXW","1 pound","USD","0.65","0.11","15/12/2015","Nuts",""
"Broccoli","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Broccoli","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Broccoli","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Broccoli","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Brussel sprouts","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Brussel sprouts","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Brussel sprouts","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Brussel sprouts","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","05/05/2017","Vegetables",""
"Cabbage (any edible Brassica known as Cabbage)","Conventional","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Cabbage (any edible Brassica known as Cabbage)","Conventional","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Cabbage (any edible Brassica known as Cabbage)","Organic","Fresh","Africa; Latin America and the Caribbean","HL","EXW"," ","","Commercial price","15% of the commercial price","05/12/2013","Vegetables",""
"Cabbage (any edible Brassica known as Cabbage)","Organic","Fresh","Worldwide","SPO","EXW"," ","","Commercial price","15% of the commercial price","03/07/2013","Vegetables",""
"Camellia","Conventional","","Worldwide","SPO / HL","","1 kg","","Commercial price","15% of the commercial price","21/12/2020","Tea","Instant tea; instant tea processed from made tea from Fairtrade certified producers"
"Camellia","Conventional","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","Auction","1 kg","USD","1.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","FOB","1 kg","USD","1.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Asia (exc. China; India; Sri Lanka)","SPO / HL","Auction","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Asia (exc. China; India; Sri Lanka)","SPO / HL","FOB","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","China","SPO","Auction","1 kg","USD","1.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","China","SPO","FOB","1 kg","USD","1.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","Auction","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","FOB","1 kg","USD","1.5","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","India - Darjeeling","SPO / HL","Auction","1 kg","USD","Commercial price","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","India - Darjeeling","SPO / HL","FOB","1 kg","USD","Commercial price","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","India - Nilgiri","SPO / HL","Auction","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","India - Nilgiri","SPO / HL","FOB","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Kenya","SPO / HL","Auction","1 kg","USD","1.7","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Kenya","SPO / HL","FOB","1 kg","USD","1.8","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Malawi","SPO / HL","Auction","1 kg","USD","1.1","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Malawi","SPO / HL","FOB","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)","SPO / HL","Auction","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)","SPO / HL","FOB","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Rwanda","SPO / HL","Auction","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Rwanda","SPO / HL","FOB","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","South America","SPO / HL","Auction","1 kg","USD","1.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","South America","SPO / HL","FOB","1 kg","USD","1.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)","SPO / HL","Auction","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)","SPO / HL","FOB","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Sri Lanka","SPO / HL","Auction","1 kg","USD","2.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Sri Lanka","SPO / HL","FOB","1 kg","USD","2.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Tanzania","SPO / HL","Auction","1 kg","USD","1.5","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Tanzania","SPO / HL","FOB","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Uganda","SPO / HL","Auction","1 kg","USD","1.7","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Uganda","SPO / HL","FOB","1 kg","USD","1.8","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Conventional","","Worldwide","SPO / HL","","1 kg","USD","Commercial price","1.1","21/12/2020","Tea","All teas using orthodox method except fannings and dust"
"Camellia","Organic","","Worldwide","SPO / HL","","1 kg","","Commercial price","10% of the commercial price","21/12/2020","Tea","Instant tea; instant tea processed from made tea from Fairtrade certified producers"
"Camellia","Organic","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","Auction","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Africa (exc. Eastern Africa and Malawi)","SPO / HL","FOB","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Asia (exc. China; India; Sri Lanka)","SPO / HL","Auction","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Asia (exc. China; India; Sri Lanka)","SPO / HL","FOB","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","China","SPO","Auction","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","China","SPO","FOB","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","Auction","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Eastern Africa (exc. Kenya; Uganda; Tanzania and Rwanda)","SPO / HL","FOB","1 kg","USD","1.7","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","India - Darjeeling","SPO / HL","Auction","1 kg","USD","Commercial price","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","India - Darjeeling","SPO / HL","FOB","1 kg","USD","Commercial price","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","India - Nilgiri","SPO / HL","Auction","1 kg","USD","2.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","India - Nilgiri","SPO / HL","FOB","1 kg","USD","2.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Kenya","SPO / HL","Auction","1 kg","USD","1.9","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Kenya","SPO / HL","FOB","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Malawi","SPO / HL","Auction","1 kg","USD","1.3","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Malawi","SPO / HL","FOB","1 kg","USD","1.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)","SPO / HL","Auction","1 kg","USD","2.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","North India; Assam, West Bengal, Tripura, Bihar, Uttaranchal, HimachalPradesh, Manipur, Sikkim, Arunachal Pradesh, Nagaland, Meghalaya, Mizoram, Orissa states (excl. Darjeeling)","SPO / HL","FOB","1 kg","USD","2.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Rwanda","SPO / HL","Auction","1 kg","USD","2.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Rwanda","SPO / HL","FOB","1 kg","USD","2.2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","South America","SPO / HL","Auction","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","South America","SPO / HL","FOB","1 kg","USD","1.4","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)","SPO / HL","Auction","1 kg","USD","1.8","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","South India; Kerala, Tamil Nadu, Karnataka states (exc. Nilgiri)","SPO / HL","FOB","1 kg","USD","1.8","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Sri Lanka","SPO / HL","Auction","1 kg","USD","2.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Sri Lanka","SPO / HL","FOB","1 kg","USD","2.6","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Tanzania","SPO / HL","Auction","1 kg","USD","1.7","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Tanzania","SPO / HL","FOB","1 kg","USD","1.8","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Uganda","SPO / HL","Auction","1 kg","USD","1.9","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Uganda","SPO / HL","FOB","1 kg","USD","2","0.5","21/12/2020","Tea","All teas using CTC method; Fannings and Dust using orthodox method"
"Camellia","Organic","","Worldwide","SPO / HL","","1 kg","USD","Commercial price","1.1","21/12/2020","Tea","All teas using orthodox method except fannings and dust"
"Camomile","Conventional","","Worldwide","HL","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Camomile","Conventional","","Worldwide","SPO","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Camomile","Organic","","Worldwide","HL","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Camomile","Organic","","Worldwide","SPO","","1 kg","EUR","Commercial price","0.5","before 2004","Herbs and Herbal Teas and Spices","Look at the product description in the specific product standard"
"Cane sugar","Conventional","by-products","Worldwide","SPO","FOB","1 MT","","Commercial price","15% of the commercial price","12/03/2009","Cane sugar",""
"Cane sugar","Conventional","Raw sugar (for direct consumption)","Worldwide","SPO","FOB","1 MT","USD","Commercial price","60","01/10/2009","Cane sugar",""
"Cane sugar","Conventional","Raw sugar for refining (not for direct consumption)","Worldwide","SPO","FOB","1 MT","USD","Commercial price","60","01/10/2009","Cane sugar",""
"Cane sugar","Conventional","White and refined sugar","Worldwide","SPO","FOB","1 MT","USD","Commercial price","60","01/10/2009","Cane sugar",""
"Cane sugar","Conventional","Whole cane sugar","Worldwide","SPO","FOB","1 MT","USD","Commercial price","60","01/10/2009","Cane sugar",""
"Cane sugar","Organic","by-products","Worldwide","SPO","FOB","1 MT","","Commercial price","15% of the commercial price","12/03/2009","Cane sugar",""
